dedxCTOF,dedxCND,beta,momentum,particle
4.616846561431885,4.421792030334473,0.5894917249679565,1.4935630092365697,1
8.212157249450684,6.298386096954346,0.4401217997074127,0.9499608864947819,1
10.138300895690918,9.419437408447266,0.37587741017341614,0.9008024542314589,1
14.305716514587402,-999999.0,0.23938746750354767,0.4720077671483588,1
10.882942199707031,11.187849044799805,0.3731979727745056,0.7729992890063963,1
11.007471084594727,10.287978172302246,0.3746972978115082,0.8218278358926013,1
12.58499526977539,-999999.0,0.2851018011569977,0.4021841352989843,0
18.732702255249023,-999999.0,0.29753389954566956,0.6914465694980864,1
21.402570724487305,-999999.0,0.2975040376186371,0.6611774820624823,1
3.95266056060791,3.9087038040161133,0.5620250701904297,1.5211233064329768,1
10.484554290771484,-999999.0,0.2686929702758789,0.5165082422991194,1
15.530583381652832,-999999.0,0.2781245708465576,0.5713517730081216,1
10.037273406982422,-999999.0,0.24438165128231049,0.4640230326121569,1
13.117225646972656,14.91209888458252,0.37107089161872864,0.7570901115855363,1
11.876328468322754,9.976005554199219,0.3611949384212494,0.8239269314779715,1
10.343615531921387,12.820341110229492,0.3822531998157501,0.7798501316868752,1
8.962876319885254,11.592320442199707,0.44608065485954285,0.9452303553850177,1
6.298044204711914,5.349189758300781,0.23983827233314514,1.156970908414644,1
17.190664291381836,-999999.0,0.28329887986183167,0.617228817285262,1
12.341032981872559,10.008801460266113,0.38018694519996643,0.7879462872822242,1
5.4504289627075195,5.440415859222412,0.48508915305137634,1.1805237468324115,1
22.923410415649414,-999999.0,0.3222564458847046,0.6696052550344512,1
5.164698123931885,5.26519250869751,0.5593306422233582,1.281881876908799,1
4.326865196228027,-999999.0,0.21985866129398346,0.43086825819381747,1
4.767522811889648,4.268616199493408,0.5913287997245789,1.2744875966769236,1
23.025060653686523,-999999.0,0.2940191626548767,0.6530274793907415,1
4.804448127746582,4.03792667388916,0.5703516602516174,1.2783910340146316,1
9.067194938659668,-999999.0,0.09737644344568253,0.4966501634684664,1
25.269798278808594,4.441128730773926,0.3313315212726593,0.6556003998261147,1
23.475732803344727,-999999.0,0.3304726481437683,0.6838251287122333,1
85.15614318847656,-999999.0,0.3330507278442383,0.6840097950696892,1
6.226588726043701,6.020209789276123,0.47778934240341187,1.0772626152370528,1
23.1145076751709,9.497269630432129,0.47120094299316406,0.9501947443491109,1
9.750602722167969,9.710833549499512,0.4134748876094818,0.8154767660888422,1
9.135653495788574,8.173701286315918,0.39673784375190735,0.8671817060260972,1
27.735803604125977,-999999.0,0.3051185607910156,0.6214086609958587,1
20.579343795776367,3.3325390815734863,0.3133723735809326,0.6752185741389046,1
2.3624448776245117,-999999.0,0.21671275794506073,0.48238900106642146,1
26.208887100219727,-999999.0,0.30641698837280273,0.6004827098315053,1
31.184823989868164,3.7620961666107178,0.3479805290699005,0.7890852047353708,1
15.260797500610352,2.7689199447631836,0.37848949432373047,0.3589089245990647,0
5.062342643737793,-999999.0,0.2416902780532837,0.5452773763044116,1
9.890448570251465,13.631237030029297,0.37066009640693665,0.7915110523773424,1
4.121594429016113,2.8422136306762695,0.5825862884521484,1.5295711181357836,1
17.967622756958008,-999999.0,0.3693676292896271,0.8679798963725666,1
11.861942291259766,5.801181316375732,0.35280531644821167,0.7350693198673306,1
8.210113525390625,8.169676780700684,0.44550952315330505,1.0725094842725795,1
7.623109817504883,10.256131172180176,0.4425424039363861,0.8957618567078515,1
11.103195190429688,9.467077255249023,0.3726797103881836,0.7083873327390123,1
11.514917373657227,10.118048667907715,0.363715797662735,0.7541916707825325,1
18.887237548828125,-999999.0,0.29974979162216187,0.581017085166354,1
10.476716041564941,12.483098030090332,0.37569645047187805,0.8784210897550728,1
8.123817443847656,2.8929402828216553,0.432534396648407,0.8929509052806206,1
12.838120460510254,-999999.0,0.27465781569480896,0.4983563088026994,1
9.081358909606934,12.771742820739746,0.39552533626556396,0.8426418206947591,1
5.757263660430908,3.8315203189849854,0.5054680109024048,1.1774098870099534,1
5.862417221069336,7.08388614654541,0.4698945879936218,1.0424210538323628,1
5.5639872550964355,6.003377914428711,0.5461949110031128,1.1946993031521835,1
9.559039115905762,8.03311824798584,0.402087926864624,0.8382267746638696,1
8.20703411102295,11.141507148742676,0.4345105290412903,0.8989006955777328,1
8.015201568603516,8.096244812011719,0.42209917306900024,0.8797973078836201,1
9.14198112487793,-999999.0,0.22458048164844513,0.4997083262031878,1
14.951457023620605,12.425655364990234,0.3186293840408325,0.7070631656897376,1
9.563112258911133,14.773966789245605,0.39777669310569763,0.8121610632356719,1
11.283085823059082,-999999.0,0.2620752453804016,0.48153189583651607,1
7.1140851974487305,10.01735782623291,0.4568733870983124,0.8562402335834576,1
20.419723510742188,4.469882965087891,0.3084936738014221,0.6498413267832333,1
6.568308353424072,-999999.0,0.24870704114437103,0.5571610425428967,1
18.07169532775879,-999999.0,0.29013791680336,0.5665822606803296,1
11.865041732788086,-999999.0,0.27325060963630676,0.5930200662116837,1
8.118906021118164,7.458122253417969,0.4754014015197754,0.9046287248290147,1
13.802654266357422,13.148497581481934,0.32721903920173645,0.7000706990298928,1
4.260161399841309,-999999.0,0.24834603071212769,0.5097010980542687,1
15.629321098327637,-999999.0,0.2999382019042969,0.6678057431085073,1
5.61968994140625,4.93265438079834,0.494205504655838,1.2436285350196699,1
12.085429191589355,-999999.0,0.26883894205093384,0.5462845467801127,1
15.65679931640625,9.130697250366211,0.3171522319316864,0.755378387736431,1
12.010037422180176,10.560685157775879,0.3862052857875824,0.7957394742276235,1
